Outlaw's Lullaby	如龙2	OL	12+如龙																
Brand-new Japanesque	全新日本人	11+如龙																	
レッツゴー!陰陽師	阴阳师	悪靈退散	豪血寺	标准结局	恶灵退散														
炉心融解																			
ダブルラリアット																			
からくりピエロ	活动小丑	小丑	一笔画																
ネトゲ廃人シュプレヒコール	网游废人	网费	网废	网游	废人														
むかしむかしのきょうのぼく																			
magician's operation	魔法师手术	魔术手																	
六兆年と一夜物語																			
みくみくにしてあげる♪【してやんよ】	把你mikumiku掉																		
リリリリ★バーニングナイト	Burning Night	莉莉	lily																
ハロ／ハワユ	Hello how are you	袜套	八口																
Our Fighting	酋长																		
緋色のDance	绯色	脑梗协调	绯色诺当斯																
明星ロケット	明星火箭	明星银河号	明星																
The Great Journey	tgj																		
お嫁にしなさいっ！	结婚了	嫁																	
ロストワンの号哭	号哭	累死人	lostone的号哭																
Sweet Devil	甜蜜恶魔																		
患部で止まってすぐ溶ける～狂気の優曇華院																			
ケロ⑨destiny	⑨	9	青蛙子																
Endless, Sleepless Night	无尽不眠夜																		
POP STAR	平井坚																		
Back 2 Back	b2b	回二回	回两回																
神々の祈り	神祈																		
エピクロスの虹はもう見えない	圣母	红美铃	美铃	美里															
シアワセうさぎ	幸福兔																		
ってゐ！ ～えいえんてゐVer～	因幡帝																		
待チ人ハ来ズ。	待人未至	待人来																	
Cosmic Magic Shooter	宇宙魔术射手	魔术射手	摩托车	摩天轮	法界之火	魔法射手													
深海少女	深海	阴间少女																	
M.S.S.Planet	planet	MSS	中二病																
東方スイーツ！～鬼畜姉妹と受難メイド～	鬼畜姐妹																		
幻想のサテライト																			
最速最高シャッターガール	最速最高	文文																	
バラライカ	亚拉那一卡	空手道	巴拉莱卡琴	巴拉拉一卡															
林檎華憐歌	林檎	大妈唱歌	林檎华怜歌	苹果	拜拜	黄金大便	beatmario的妈妈	拜拜！拜拜！	妈妈歌										
YATTA!	好耶！	亚达	好耶																
Jack-the-Ripper◆	开膛手杰克	杰哥雷普	开膛手	jtr	开膛手杰哥														
Windy Hill -Zone 1	追星上位	索4	小追星																
コトバ・カラフル	Kotoba colorful	575	舞立方	女同															
タカハせ！名人マン	高桥名人	光头16连	高桥	纵连练习	名人														
言ノ葉カルマ	言叶业	言叶之业																	
かせげ！ジャリンコヒーロー	Jarinko Hero																		
キズナの物語	锁链战记	羁绊物语	锁链																
Heart Beats	心跳	pulse																	
アゲアゲアゲイン																			
紅蓮の弓矢																			
鼓動	鼓动	如龙维新	阿疼	猫抓板															
DRAGONLADY	龙女	龙女士	龙玉涛	你舍得打破这片宁静么															
二息歩行	二息步行																		
ファンタジーゾーン OPA-OPA! -GMT remix-	Fantasy zone																		
電車で電車でGO!GO!GO!GC! -GMT remix-	电车	电车GO																	
RIDGE RACER STEPS -GMT remix-	rrs																		
リッジでリッジでGO!GO!GO! -GMT mashup-	电车gogogo	电车	电车go																
オパ! オパ! RACER -GMT mashup-	赛车																		
電車で電車でOPA!OPA!OPA! -GMT mashup-	电车	星星电车	opa电车	电池opa															
Axeria	ax	啊歇了啊	好累啊	诶插	阿克塞利亚														
ピーマンたべたら	青椒	老鼠																	
MIRROR of MAGIC	MoM	镜魔	魔镜																
究極焼肉レストラン！お燐の地獄亭！	究极烧肉	烤肉																	
shake it!	摇它	自行车																	
1/3の純情な感情																			
毒占欲																			
YU-MU	妖梦																		
物凄い勢いでけーねが物凄いうた	物凄	慧音	嘎哦嘎哦	三倍ice cream	三倍icecream														
BETTER CHOICE	更好的选择																		
Oshama Scramble!																			
D✪N’T  ST✪P  R✪CKIN’	机器人跳舞	dont stop rockin	rockin																
ガラテアの螺旋	螺旋	大宇宙	嘟嘟嘟嘟嘟嘟嘟																
oboro	小火球	小火苗	小火花	胧	higedriver														
Dragoon	龙	龙骑士	多拉贡	龙骑兵															
Stand Up!!!!																			
アンハッピーリフレイン	unhappy refrain	不高兴的副歌	散弹枪	unhappy															
One Step Ahead	向前一步走	伊东歌词太郎																	
L9	绿9	轴交互	老九																
planet dancer	星球舞者	爸爸拉粑粑	池面	行星舞者															
Caliburne ～Story of the Legendary sword～	生煎	圣剑	圣剑1	福瑞1	咖喱棒	小圣剑	生煎1												
どうしてこうなった	这怎么发生的	为什么会变成这样呢	跳舞狗	怎会如此															
B.B.K.K.B.K.K.	bk	bbkkbkk	bbkk	Bass kick	汉堡王	↓↓↑↑↓↑↑	3b4k												
おこちゃま戦争	孩子气的战争																		
Link																			
VERTeX	水神	VOLTeX																	
Ignis Danse	火神	伊格尼斯丹斯	跳舞																
Scars of FAUNA	土神																		
FUJIN Rumble	风神	福晋软贝	福建兰博																
きたさいたま2000	中年社畜的怒吼	塞他妈	北埼玉	北埼玉2000	kita	北	全网最帅五兄弟	2000	下北泽2000										
FLOWER	扶老二	花	大十字	公交车	金塔														
Got more raves？	郭沫若	gmr	雷神	E.G.G.	egg	蝴蝶													
不毛！	不毛	牙白	拔毛																
デッドレッドガールズ	死红女																		
赤心性：カマトト荒療治	赤心性	苏祖母	suzumu																
悪戯	恶戏	恶作剧																	
響縁	响缘	响绿																	
LOL -lots of laugh-																			
クローバー♣クラブ																			
妄想税																			
どういうことなの！？																			
初音ミクの消失	消失	初音未来的消失	Master33	这歌好快啊	老婆不见了	初音未来的炸开，我消失了	我底力消失了												
イノコリ先生	先生	留堂老师	男同老师	男同															
キャプテン・ムラサのケツアンカー	船长	村纱																	
若い力 -SEGA HARD GIRLS MIX-	若力	世嘉硬件女孩	社歌																
ウミユリ海底譚	海底捞	海底谭	检验周刊的唯一标准	海百合海底谭	脑梗谭	画质好	海底瘫	百合捞	海底列车	海底泥头车	女人心								
welcome to maimai!! with マイマイマー	欢迎来到maimai	welcome to maimai																	
ストリーミングハート	流心																		
Change Our MIRAI！																			
Aiolos	艾欧洛斯	艾俄洛斯	A打头的风神	奥罗															
LANCE	蓝枪	兰斯	枪	男厕															
SAVIOR OF SONG																			
橙の幻想郷音頭	橙的幻想乡音头	橙舞	橙音头																
東方妖々夢 ～the maximum moving about～	妖妖梦	石碱屋																	
蒼空に舞え、墨染の桜	墨染	墨染樱																	
少女幻葬戦慄曲 ～ Necro Fantasia	死灵幻想曲	少女幻葬	战栗曲																
Contrapasso -paradiso-	齿轮	天堂	ctps	时钟	闹钟	⏰	齿轮地狱	吃润	天堂齿轮										
幸せになれる隠しコマンドがあるらしい	上下左右	幸隐	隐藏指令	性瘾	人生重来枪														
フラグメンツ -T.V. maimai edit-	fragments	发热巫女	活动写真馆	flower of life															
願いを呼ぶ季節	致电愿望的季节	梦想夏乡																	
おじゃま虫																			
Yet Another ”drizzly rain”	帕秋莉																		
四次元跳躍機関	四次元	机关	四次元跳跃机关	跳楼机	二次元跳楼机关														
最終鬼畜妹・一部声	鬼畜妹	一部声	蓝蓝路	吵死了	二小姐														
はじめまして地球人さん																			
Pursuing My True Self																			
Signs Of Love (“Never More” ver.)																			
specialist (“Never More” ver.)																			
Time To Make History (AKIRA YAMAOKA Remix)																			
GEMINI -M-	双子星	戈米尼	双子	鸡米尼															
+♂	加男	嘉然																	
ありふれたせかいせいふく	司空见惯的世界征服	世征																	
すろぉもぉしょん																			
絵の上手かった友達																			
頓珍漢の宴	顿珍汉																		
Garden Of The Dragon	龙花园	万达蓝																	
After Burner	冲破火网	AB																	
Counselor																			
Glorious Crown	皇冠	王冠	FD2	GC															
言ノ葉遊戯	言叶游戏																		
りばーぶ	reverb																		
幾四音-Ixion-	几四音	ixion																	
閃鋼のブリューナク	闪钢																		
無敵We are one!!	无敌we are one	我们是1	我们是无敌1	母铁鸡	无敌我们是1														
7thSense	七感	七拍子	第七感	7感	心把节拍														
FEEL the BEATS	感受节拍	ftb																	
Revive The Rave	rtr	润体乳	舞立方																
スリップフリップ	slipflip	短发妹	短发妹妹	大头妹	slip flip														
Jimang Shot	急忙射																		
儚きもの人間	梦人间	少女炼狱																	
ラブリー☆えんじぇる!!	可爱天使																		
オモイヨシノ	恋咏樱	Omoiyoshino																	
アージェントシンメトリー	argent symmetry	sta	pink op	argent	银对称														
かくしん的☆めたまるふぉ～ぜっ！																			
極上スマイル																			
厨病激発ボーイ																			
HIMITSUスパーク	HIMITSU Spark	白乌鸦	秘密																
Party 4U ”holy nite mix”	p4u	冯悦金曲																	
囲い無き世は一期の月影	月影																		
Lividi	李伟迪	李维迪	呜哇																
Infantoon Fantasy	if	汤海																	
Jumble Rumble	DJ鼠	jb乱爆	DJ猫	几把乱爆	打碟猫	打碟老鼠													
Imitation:Loud Lounge	奇面族	ILL																	
CITRUS MONSTER	橘子怪兽	CM	柑橘怪兽																
Hyper Active	黄卡车	小黄车	卡车	黄卡	追卡车	泥头车	卡玛斯	前四后八											
AMAZING MIGHTYYYY!!!!	AM	我妹妹不可能是男的	精子	阿妈	大棒子	俺妹	96	爽啊！	YYYYY	音游王c									
fake!fake!	假的	fake news！	白乌鸦																
夏祭り	夏祭																		
シュガーソングとビターステップ																			
Daydream café																			
セハガガガンバッちゃう！！	我要去做	世嘉硬件女孩	也八力力力	今天你在哪一层？															
キミノヨゾラ哨戒班	烧鸡班	哨戒班remix	你的夜空哨戒班	哨戒班															
恋愛裁判	恋爱裁判	拼机神曲	出轨裁判	Love Trial															
Just Be Friends																			
ヒビカセ	让其响彻	匕匕力也	比力也	比比力也	匕匕力乜	比利耶！	西比卡贼	比力乜	比卡贼	匕匕力世									
パーフェクト生命	生命	完美生命																	
StargazeR	摘星人																		
だんだん早くなる	渐渐加速	渐渐变快	蛋蛋变快	逐渐加快	蛋蛋歌	逐渐变快	一笔画神曲	蛋蛋加速	蛋蛋加快	变快	蛋蛋	逐渐变快	追星当当						
ヘルシーエンド	maimai你摸	healthy end																	
クノイチでも恋がしたい																			
ココロ																			
東京リアルワールド	东京真实世界	东京	Tokyo Real World	Yeah!															
やめろ！聴くな！	别听																		
ゆっくりしていってね！！！																			
木彫り鯰と右肩ゾンビ	僵尸	木雕鲇鱼	520	右肩僵尸	右肩	木雕	肩周炎	木雕鲶鱼	鲇鱼	鲶鱼									
ECHO	回声	恶臭	挨口	I don't know	idk:-(	电视头	:-)												
Mr. Wonderland	王大狼	梦幻岛	幻想乡先生																
しんでしまうとはなさけない！																			
Hand in Hand	八一卜匕一卜	八一卜	八一卜七一卜																
ブリキノダンス	马口铁之舞																		
brilliant better																			
ハート・ビート																			
Invitation	邀请																		
connecting with you	三泽秋																		
高気圧ねこロック	高气压猫猫头	高气压猫	高气压	高血压	高气压猫猫摇滚														
Prophesy One	预言一	p1																	
洗脳	洗脑	Sennou																	
Barbed Eye	狗谷爱	坏眼																	
Nitrous Fury	nf	营养福瑞	氮气福瑞																
色は匂へど散りぬるを	色散	伊洛瓦	遗落哇																
月に叢雲華に風																			
No Routine	竹取飞翔																		
ひれ伏せ愚民どもっ！	愚民																		
エテルニタス・ルドロジー	东方鼓动	Eternitas Ludology																	
泡沫、哀のまほろば	泡沫	泡沫哀	泡馍																
華鳥風月	华鸟风月	世界名曲	风月金曲	四季大人															
METATRON	死镰2	梅塔特隆	钟楼	麦塔冲	五边形														
終わりなき物語	无尽物语	物语																	
フォルテシモBELL	Fortissimo BELL	天王洲																	
私の中の幻想的世界観及びその顕現を想起させたある現実での出来事に関する一考察	名字太长的歌	考察	好长	一考察	世界观考察	莎啦啦啦	名字好长	名字很长的歌	名字最长										
DETARAME ROCK&ROLL THEORY	detarame	星星歌	drrt																
ファッとして桃源郷																			
ゴーストルール																			
チュルリラ・チュルリラ・ダッダッダ！	啾噜哩啦	哒哒哒	跳音	跳拍	秋露里拉	撒～撒～李狗蛋	李狗蛋												
GOODMEN	好男人	好人	良民	好汉歌	良麵	你													
夜明けまであと３秒	夜明	夜明3秒	夜明三秒	失明前三秒	夜明前三秒														
Last Brave ～ Go to zero	变成0	走向0																	
STAIRWAY TO GENERATION																			
空威張りビヘイビア	空威张																		
回レ！雪月花																			
いっしそう電☆舞舞神拳！	舞舞神拳	114514	偷袭	maimai神拳	游啊游啊游														
ENJOY POLIS	JOYPOLIS	世嘉都市乐园																	
生きてるおばけは生きている	活着的鬼还活着	活着的怪物会一直活着	obake																
天火明命	天火	天火没命																	
HERA	赫拉	狗刨歌	纵连歌	1号键	黑辣														
分からない	哇卡拉奶	我不知道	吾伐晓得	wakaranai	我嗯晓	哇嘎啦乃	俺不造啊	分力5	下位hera	母鸡	不知道	我不到啊							
Our Wrenally	OW	魔法阿嬷	魔法夏祭	守望先锋	夏祭2	儿歌	里夏祭	白夏祭	夏祭	哀れなり	あわれ	夏季BYD	隆逼	火夏祭	瓜子绝活				
Scream out! -maimai SONIC WASHER Edit-																			
四月の雨	四月的shi	四月雨	四月的雨	四月的粪	伞	三点饮茶	四月的💩	阴间歌	阴间的雨	四月的暴风雨	四月的😅	💩	四月的屎	四月的答辩					
Selector	假红谱	绿色女人	绿女人	绿色的魔法少女	绿魔法少女	蹭星游戏													
ドキドキDREAM!!!	Dokidoki DREAM	ddd																	
ポップミュージックは僕のもの	镜子歌	男同	李女士跳舞	男同歌	镜子														
吉原ラメント	吉原哀歌	吉原	吉原拉面头	拉面头	妓院	吉原怨妇													
ねぇ、壊れタ人形ハ何処へ棄テらレるノ？	坏人偶	坏人形	呐	极元哀歌	坏人型														
幽闇に目醒めしは	幽暗	幽目	幽暗目醒																
Starlight Vision	星光																		
Club Ibuki in Break All	绝赞俱乐部	西瓜跳舞	绝赞	西瓜															
Phantasm Brigade	孔明陷阱	12紫妈																	
永遠のメロディ	永远的melody																		
白ゆき	白雪	拿不拿																	
Panopticon	监狱	光明会	环形监狱	圆形监狱	吴亦凡														
Sakura Fubuki	樱吹雪	樱吹屎	skrfbk																
conflict																			
すーぱーぬこになりたい	变超猫	nuko	mafu	超级猫															
踊れオーケストラ	舞蹈乐团	康宽	Dance Orchestra																
きらっせ☆ウッド村ファーム	妖精村	木村	农场																
taboo tears you up																			
その群青が愛しかったようだった	群青	拿不拿																	
The wheel to the right	印度人	电锯	电锯人	右轮	阿三	右转轮													
前前前世																			
SAKURAスキップ																			
リンカーネイション	轮回转生	Reincarnation																	
宿題が終わらないっ！	宿题	作业																	
GO BACK 2 YOUR RAVE	gb2	回去你的2rave	滚回你的波	潮汕金曲	🉐🉐🉐🉐	鸡巴凸	雷神	gb2yr	g2r										
天国と地獄 -言ノ葉リンネ-	天国地狱																		
夢花火	梦花火	乙姬角色歌	吗哇塞																
Paradisus-Paradoxum																			
オトヒメモリー☆ウタゲーション	乙姫	Otohimemory	Utagation																
ラブチーノ	Labcino	猫铃	猫猫铃	loveccino															
東京レトロ																			
ARROW	箭	箭头	自八大																
バッド・ダンス・ホール	坏舞厅	bdh	bad dance hall	不要停下来															
KISS CANDY FLAVOR	小红帽	亲亲砍弟佐料																	
Maxi	马克西	马西	马戏	麦克西	sabi														
相思創愛	相思创爱																		
心象蜃気楼	心象晨气楼	心象	心跳气象楼	心象蜃气楼	哨戒班ll														
光線チューニング	光线tuning	光线	光线枪	中二	光线中二														
Limit Break	LB	限制绝赞																	
曖昧mind	爱maimai	暧昧mind	哮喘																
KING is BACK!!	王者归来	kib	国王是后退	金十段	退勤	王是背	无氧运动	有氧运动	来一首king is back	king is back	king四百								
Ultranova	A4纸	摩托车	超新星																
GET!! 夢&DREAM	取得梦和梦	学园handsome	锥子脸																
日本の米は世界一	日本米	日本米世界一	日本的大米天下第一	世界一															
ないせんのうた																			
Starlight Dance Floor	星光舞厅	星光舞池																	
妖精村の月誕祭 ～Lunate Elf	妖精村	月诞																	
Calamity Fortune																			
Justified	正义																		
Excalibur ～Revived resolution～	生煎2	圣剑2	ex咖喱棒	福瑞2	大圣剑														
ホシトハナ																			
名探偵連続殺人事件	名侦探	名侦探连续杀人事件	柯南	柯南连续杀人事件															
エイリアンエイリアン	外星人	alien	alien alien																
My Dearest Song	大提琴	生日歌	我爱歌	我最爱的歌	mds														
猛進ソリストライフ！	猛进																		
Let's Go Away	底特律	daytona																	
Now Loading!!!!																			
真・ハンサム体操でズンドコホイ	帅哥体操	真体操	体操																
フラジール	fragile	易碎品	丁亍氵一儿	易碎	弗拉记录														
オーディエンスを沸かす程度の能力 feat.タイツォン	沸腾程度	沸腾能力	沸程度	东方月灯笼															
人里に下ったアタイがいつの間にか社畜になっていた件	社畜	NO NO working	人里下																
ギリギリ最強あいまいみー！																			
CALL HEAVEN!!																			
Sunshine world tour																			
ちがう!!!																			
Moon of Noon	印度高僧	月儿子	越南																
チルノのパーフェクトさんすう教室　⑨周年バージョン																			
デスパレイト	desperate																		
ようこそジャパリパークへ																			
あ・え・い・う・え・お・あお!!	aeiueo																		
ドーナツホール	甜甜圈洞	甜甜圈	绿人																
MilK	牛奶	12+牛奶	毛力毛力牛奶																
咲キ誇レ常世ノ華	常世华	常世之华																	
Magical Flavor	魔法味道	MF	milk op	waifu	魔法风味														
白い雪のプリンセスは	白如雪的公主啊																		
好き！雪！本気マジック																			
スターナイトスノウ	star night snow																		
This game	游戏人生	虎纹鲨鱼	鱼，好大的鱼，虎纹鲨鱼																
Los! Los! Los!																			
Candy Tall Woman	糖果高女士	高血糖女人	糖高女	砍弟搞女人															
Signature	签名卡	脏安卓																	
人生リセットボタン	人生重置	人生reset button	remake	人生重启键	人生重置按钮	人生重启按钮													
しねばいいのに	死了一了百了																		
もうみんなしねばいいのに	大家死了好	骂脏话	帕露西	帕露帕露															
共感覚おばけ	共感觉	共感怪兽	麻鸡卡油																
麒麟	麒麟	青蛙叫																	
Credits	信用	制作人	11+	学分	阴间歌														
ダンスロボットダンス																			
アルカリレットウセイ	碱性劣等生	莉莉卡	愛岛	阿渡															
ドクハク	独白	棺材	枪叔																
キレキャリオン	carry on	乃保	奶包	切下吧carry on															
猫祭り	猫祭	nyannyannyannyan	🐱🐔	喵喵喵	猫寄	hso													
TRUST	足控	小仏凪																	
Still	仍然																		
ガヴリールドロップキック	珈百璃的飞踢																		
fantastic dreamer	konosuba	为美好的世界献上祝福																	
天狗の落とし文 feat. ｙｔｒ	天狗	犹太人	ytr	天狗落文															
疾走あんさんぶる	疾走	幽灵乐团																	
Doll Judgment	人形裁判	DJ	娃娃审判	人偶裁判	爱丽丝威震天	夹击妹抖													
WARNING×WARNING×WARNING																			
SPILL OVER COLORS	Tsukasa错位																		
Mare Maris	船歌	帆船	开船	小破船	船	妈妈船	破船	海底瘫二段	海盗船	好船									
シャルル																			
フリィダム ロリィタ	自由洛丽塔	lolita	自由小萝莉	免费小萝莉															
バレリーコ	芭蕾舞者	芭蕾																	
アウターサイエンス	界外科学																		
REVIVER オルタンシア・サーガ -蒼の騎士団- オリジナルVer.	苍之骑士团	苍骑																	
拝啓ドッペルゲンガー	拜启	敬启我的分身	炸厕所																
ミラクル・ショッピング	购物	奇迹购物	唐吉诃德																
Kinda Way	KW																		
ラブって♡ジュエリー♪えんじぇる☆ブレイク！！	Love is Jewelry Engel  Break	绝赞天使																	
ヤバい○○																			
エンドマークに希望と涙を添えて	希望泪	在结尾处添上希望与泪水	筋肉女神	希望鱼雷	希望与泪														
ナンセンス文学	无意义文学	拍手文学	文学																
Bang Babang Bang!!!	邦邦邦	邦邦邦邦	邦邦																
Tic Tac DREAMIN’	tic tac																		
SPICY SWINGY STYLE	SSS																		
砂の惑星 feat. HATSUNE MIKU	沙星	沙之行星	砂之惑星	砂星	砂纸火星														
アンノウン・マザーグース	妈妈鹅	鹅妈妈	UMG																
POP TEAM EPIC																			
にめんせい☆ウラオモテライフ！																			
うまるん体操	小埋体操																		
